T33,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
48,Bahrain,2010,Tourism expenditure (millions of US dollars),,,2163,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
48,Bahrain,2016,Tourism expenditure (millions of US dollars),,,4021,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
48,Bahrain,2017,Tourism expenditure (millions of US dollars),,,4380,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
48,Bahrain,2018,Tourism expenditure (millions of US dollars),,,3834,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
50,Bangladesh,1995,Tourist/visitor arrivals (thousands),TF,,156,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
50,Bangladesh,2005,Tourist/visitor arrivals (thousands),TF,,208,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
50,Bangladesh,2010,Tourist/visitor arrivals (thousands),TF,,303,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
50,Bangladesh,2016,Tourist/visitor arrivals (thousands),TF,,830,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
50,Bangladesh,2017,Tourist/visitor arrivals (thousands),TF,,1026,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
50,Bangladesh,2005,Tourism expenditure (millions of US dollars),,,82,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
50,Bangladesh,2010,Tourism expenditure (millions of US dollars),,,103,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
50,Bangladesh,2016,Tourism expenditure (millions of US dollars),,,214.3,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
50,Bangladesh,2017,Tourism expenditure (millions of US dollars),,,348,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
50,Bangladesh,2018,Tourism expenditure (millions of US dollars),,,357,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
52,Barbados,1995,Tourist/visitor arrivals (thousands),TF,,442,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
52,Barbados,2005,Tourist/visitor arrivals (thousands),TF,,548,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
52,Barbados,2010,Tourist/visitor arrivals (thousands),TF,,532,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
52,Barbados,2016,Tourist/visitor arrivals (thousands),TF,,632,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
52,Barbados,2017,Tourist/visitor arrivals (thousands),TF,,664,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
52,Barbados,2018,Tourist/visitor arrivals (thousands),TF,,680,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
52,Barbados,1995,Tourism expenditure (millions of US dollars),,,630,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
52,Barbados,2005,Tourism expenditure (millions of US dollars),,,1081,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
52,Barbados,2010,Tourism expenditure (millions of US dollars),,,1074,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
112,Belarus,1995,Tourist/visitor arrivals (thousands),TF,,160.6,Excludes the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
112,Belarus,2005,Tourist/visitor arrivals (thousands),TF,,91,Excludes the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
112,Belarus,2010,Tourist/visitor arrivals (thousands),TF,,119.3,Excludes the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
112,Belarus,2016,Tourist/visitor arrivals (thousands),TF,,10935.4,Includes estimation of the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
112,Belarus,2017,Tourist/visitor arrivals (thousands),TF,,11060.2,Includes estimation of the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
112,Belarus,2018,Tourist/visitor arrivals (thousands),TF,,11501.6,Includes estimation of the Belarusian-Russian border segment.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
112,Belarus,1995,Tourism expenditure (millions of US dollars),,,28,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
112,Belarus,2005,Tourism expenditure (millions of US dollars),,,346,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
112,Belarus,2010,Tourism expenditure (millions of US dollars),,,665,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
112,Belarus,2016,Tourism expenditure (millions of US dollars),,,1019,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
112,Belarus,2017,Tourism expenditure (millions of US dollars),,,1124,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
112,Belarus,2018,Tourism expenditure (millions of US dollars),,,1221,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
56,Belgium,1995,Tourist/visitor arrivals (thousands),TCE,,5560,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
56,Belgium,2005,Tourist/visitor arrivals (thousands),TCE,,6747,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
56,Belgium,2010,Tourist/visitor arrivals (thousands),TCE,,7186,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
56,Belgium,2016,Tourist/visitor arrivals (thousands),TCE,,7481,Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
56,Belgium,2017,Tourist/visitor arrivals (thousands),TCE,,8385,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
56,Belgium,2018,Tourist/visitor arrivals (thousands),TCE,,9119,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
56,Belgium,2005,Tourism expenditure (millions of US dollars),,,10881,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
56,Belgium,2010,Tourism expenditure (millions of US dollars),,,12680,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
56,Belgium,2016,Tourism expenditure (millions of US dollars),,,8784,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
56,Belgium,2017,Tourism expenditure (millions of US dollars),,,9636,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
56,Belgium,2018,Tourism expenditure (millions of US dollars),,,10381,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
84,Belize,1995,Tourist/visitor arrivals (thousands),TF,,131,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
84,Belize,2005,Tourist/visitor arrivals (thousands),TF,,237,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
84,Belize,2010,Tourist/visitor arrivals (thousands),TF,,242,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
84,Belize,2016,Tourist/visitor arrivals (thousands),TF,,386,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
84,Belize,2017,Tourist/visitor arrivals (thousands),TF,,427,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
84,Belize,2018,Tourist/visitor arrivals (thousands),TF,,489,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
84,Belize,1995,Tourism expenditure (millions of US dollars),,,78,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
84,Belize,2005,Tourism expenditure (millions of US dollars),,,214,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
84,Belize,2010,Tourism expenditure (millions of US dollars),,,264,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
84,Belize,2016,Tourism expenditure (millions of US dollars),,,391,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
84,Belize,2017,Tourism expenditure (millions of US dollars),,,427,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
84,Belize,2018,Tourism expenditure (millions of US dollars),,,487,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
204,Benin,1995,Tourist/visitor arrivals (thousands),TF,,138,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
204,Benin,2005,Tourist/visitor arrivals (thousands),TF,,176,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
204,Benin,2010,Tourist/visitor arrivals (thousands),TF,,199,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
204,Benin,2016,Tourist/visitor arrivals (thousands),TF,,267,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
204,Benin,2017,Tourist/visitor arrivals (thousands),TF,,281,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
204,Benin,2018,Tourist/visitor arrivals (thousands),TF,,295,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
204,Benin,2005,Tourism expenditure (millions of US dollars),,,107.7,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
204,Benin,2010,Tourism expenditure (millions of US dollars),,,149.4,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
204,Benin,2016,Tourism expenditure (millions of US dollars),,,129,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
204,Benin,2017,Tourism expenditure (millions of US dollars),,,160,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
60,Bermuda,1995,Tourist/visitor arrivals (thousands),TF,,387,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
60,Bermuda,2005,Tourist/visitor arrivals (thousands),TF,,270,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
60,Bermuda,2010,Tourist/visitor arrivals (thousands),TF,,232,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
60,Bermuda,2016,Tourist/visitor arrivals (thousands),TF,,244,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
60,Bermuda,2017,Tourist/visitor arrivals (thousands),TF,,270,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
60,Bermuda,2018,Tourist/visitor arrivals (thousands),TF,,282,Excluding nationals residing abroad.;Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
60,Bermuda,1995,Tourism expenditure (millions of US dollars),,,488,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
60,Bermuda,2005,Tourism expenditure (millions of US dollars),,,429,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2020."
